To create the Project Task objects,To create the Project Task objects,projecttask,,create,PE,,
To edit the Project Task objects,To edit the Project Task objects,projecttask,,edit,PE,,
To delete the Project Task objects,To delete the Project Task objects,projecttask,,delete,PE,,
To import all objects,To import all objects,all,,import,PLATFORM,,
To export all objects,To export all objects,all,,export,PLATFORM,,
All PPAPs,All PPAPs,ppap,,all,PQ,,
To view the PPAP objects,To view the PPAP objects,ppap,,view,PQ,,
To create the PPAP objects,To create the PPAP objects,ppap,,create,PQ,,
To edit the PPAP objects,To edit the PPAP objects,ppap,,edit,PQ,,
To delete the PPAP objects,To delete the PPAP objects,ppap,,delete,PQ,,
All PPAP types Classification,All PPAP types Classification,ppaptype,,all,PQ,,
To view the PPAP type Classification objects,To view the PPAP type Classification objects,ppaptype,,view,PQ,,
To create the PPAP type Classification objects,To create the PPAP type Classification objects,ppaptype,,create,PQ,,
To edit the PPAP type Classification objects,To edit the PPAP type Classification objects,ppaptype,,edit,PQ,,
To delete the PPAP type Classification objects,To delete the ppaptype Classification objects,ppaptype,,delete,PQ,,
All Supplier Audits,All Supplier Audits,supplieraudit,,all,PQ,,
To view the Supplier Audit objects,To view the Supplier Audit objects,supplieraudit,,view,PQ,,
To create the Supplier Audit objects,To create the Supplier Audit objects,supplieraudit,,create,PQ,,
To edit the Supplier Audit objects,To edit the Supplier Audit objects,supplieraudit,,edit,PQ,,
To delete the Supplier Audit objects,To delete the Supplier Audit objects,supplieraudit,,delete,PQ,,
All Supplier Audit types Classification,All Supplier Audit types Classification,supplieraudittype,,all,PQ,,
To view the Supplier Audit type Classification objects,To view the Supplier Audit type Classification objects,supplieraudittype,,view,PQ,,
To create the Supplier Audit type Classification objects,To create the Supplier Audit type Classification objects,supplieraudittype,,create,PQ,,
To edit the Supplier Audit type Classification objects,To edit the Supplier Audit type Classification objects,supplieraudittype,,edit,PQ,,
To delete the Supplier Audit type Classification objects,To delete the Supplier Audit type Classification objects,supplieraudittype,,delete,PQ,,
All Mfr Part Inspection Reports,All Mfr Part Inspection Reports,mfrpartinspectionreport,,all,PM,,
To view the Mfr Part Inspection Report,To view the Mfr Part Inspection Report,mfrpartinspectionreport,,view,PM,,
To create the Mfr Part Inspection Report,To create the Mfr Part Inspection Report,mfrpartinspectionreport,,create,PM,,
To edit the Mfr Part Inspection Report,To edit the Mfr Part Inspection Report,mfrpartinspectionreport,,edit,PM,,
To delete the Mfr Part Inspection Report,To delete the Mfr Part Inspection Report,mfrpartinspectionreport,,delete,PM,,
To promote the Mfr Part Inspection Report,To promote the Mfr Part Inspection Report,mfrpartinspectionreport,,promote,PM,,
To demote the Mfr Part Inspection Report,To demote the Mfr Part Inspection Report,mfrpartinspectionreport,,demote,PM,,
To Replace Mfr Part Inspection Report,To Replace Mfr Part Inspection Report,mfrpartinspectionreport,,replace,PM,,
To Rename Mfr Part Inspection Report,To Rename Mfr Part Inspection Report,mfrpartinspectionreport,,rename,PM,,
To Sign Off Mfr Part Inspection Report,To Sign Off Mfr Part Inspection Report,mfrpartinspectionreport,,signoff,PM,,
To Download Mfr Part Inspection Report,To Download Mfr Part Inspection Report,mfrpartinspectionreport,,download,PM,,
To Preview Mfr Part Inspection Report,To Preview Mfr Part Inspection Report,mfrpartinspectionreport,,preview,PM,,
To Revise Mfr Part Inspection Report,To Revise Mfr Part Inspection Report,mfrpartinspectionreport,,revise,PM,,
All PPAP Checklists,All PPAP Checklists,ppapchecklist,,all,PQ,,
To view the PPAP Checklist,To view the PPAP Checklist,ppapchecklist,,view,PQ,,
To create the PPAP Checklist,To create the PPAP Checklist,ppapchecklist,,create,PQ,,
To edit the PPAP Checklist,To edit the PPAP Checklist,ppapchecklist,,edit,PQ,,
To delete the PPAP Checklist,To delete the PPAP Checklist,ppapchecklist,,delete,PQ,,
To promote the PPAP Checklist,To promote the PPAP Checklist,ppapchecklist,,promote,PQ,,
To demote the PPAP Checklist,To demote the PPAP Checklist,ppapchecklist,,demote,PQ,,
To Replace PPAP Checklist,To Replace PPAP Checklist,ppapchecklist,,replace,PQ,,
To Rename PPAP Checklist,To Rename PPAP Checklist,ppapchecklist,,rename,PQ,,
To Sign Off PPAP Checklist,To Sign Off PPAP Checklist,ppapchecklist,,signoff,PQ,,
To Download PPAP Checklist,To Download PPAP Checklist,ppapchecklist,,download,PQ,,
To Preview PPAP Checklist,To Preview PPAP Checklist,ppapchecklist,,preview,PQ,,
To Revise PPAP Checklist,To Revise PPAP Checklist,ppapchecklist,,revise,PQ,,
To view the Item Dashboard,To view the Item Dashboard,dashboard,item,view,PE,,
To view the Change Dashboard,To view the Change Dashboard,dashboard,change,view,PE,,
To view the Quality Dashboard,To view the Quality Dashboard,dashboard,quality,view,PQ,,
To view the Project Dashboard,To view the Project Dashboard,dashboard,project,view,PE,,
To view the Workflow Dashboard,To view the Workflow Dashboard,dashboard,workflow,view,PLATFORM,,
To view the Sourcing Dashboard,To view the Sourcing Dashboard,dashboard,sourcing,view,PM,,
All Programs,All Programs,program,,all,PE,,
To view the Program objects,To view the Program objects,program,,view,PE,,
To create the Program objects,To create the Program objects,program,,create,PE,,
To edit the Program objects,To edit the Program objects,program,,edit,PE,,
To delete the Program objects,To delete the Program objects,program,,delete,PE,,
All Program Templates,All Program Templates,programtemplate,,all,PE,,
To view the Program Template objects,To view the Program Template objects,programtemplate,,view,PE,,
To create the Program Template objects,To create the Program Template objects,programtemplate,,create,PE,,
To edit the Program Template objects,To edit the Program Template objects,programtemplate,,edit,PE,,
To delete the Program Template objects,To delete the Program Template objects,programtemplate,,delete,PE,,
Programs,To view Programs from Home Widgets,homewidget,program,view,PE,,
New Program,To create New Program from Home Widgets,homewidget,program,create,PE,,
All BOPs,All BOPs,bop,,all,PM,,
To view the BOP objects,To view the BOP objects,bop,,view,PM,,
To create the BOP objects,To create the BOP objects,bop,,create,PM,,
To edit the BOP objects,To edit the BOP objects,bop,,edit,PM,,
To delete the BOP objects,To delete the BOP objects,bop,,delete,PM,,
All BOP types Classification,All BOP types Classification,boptype,,all,PM,,
To view the BOP type Classification objects,To view the BOP type Classification objects,boptype,,view,PM,,
To create the BOP type Classification objects,To create the BOP type Classification objects,boptype,,create,PM,,
To edit the BOP type Classification objects,To edit the BOP type Classification objects,boptype,,edit,PM,,
To delete the BOP type Classification objects,To delete the BOP type Classification objects,boptype,,delete,PM,,
All MBOMs,All MBOMs,mbom,,all,PM,,
To view the MBOM objects,To view the MBOM objects,mbom,,view,PM,,
To create the MBOM objects,To create the MBOM objects,mbom,,create,PM,,
To edit the MBOM objects,To edit the MBOM,mbom,,edit,PM,,
To delete the MBOM objects,To delete the MBOM objects,mbom,,delete,PM,,
All MBOM types Classification,All MBOM types Classification,mbomtype,,all,PM,,
To view the MBOM type Classification objects,To view the MBOM type Classification objects,mbomtype,,view,PM,,
To create the MBOM type Classification objects,To create the MBOM type Classification objects,mbomtype,,create,PM,,
To edit the MBOM type Classification objects,To edit the MBOM type Classification objects,mbomtype,,edit,PM,,
To delete the MBOM type Classification objects,To delete the MBOM type Classification objects,mbomtype,,delete,PM,,
